Desc	FAMILY	Bbub	Chir	Hbin	Hbta	Hsap	Sscr
(null)	PTHR14368	1	1	1	1	1	1
(null)	PTHR14369	1	1	1	1	1	1
(null)	PTHR14374	1	1	1	1	1	1
(null)	PTHR14375	1	1	1	1	1	1
(null)	PTHR14379	1	1	1	1	1	1
(null)	PTHR14380	3	3	2	2	2	4
(null)	PTHR14381	1	1	1	1	1	1
(null)	PTHR14382	1	1	1	1	1	1
(null)	PTHR14383	3	3	3	3	3	3
(null)	PTHR14385	1	1	1	1	1	1
(null)	PTHR14386	1	1	1	1	1	1
(null)	PTHR14387	1	1	1	1	1	1
(null)	PTHR14388	5	5	5	5	5	6
(null)	PTHR14389	1	1	1	1	2	2
(null)	PTHR14390	1	1	1	1	1	1
(null)	PTHR14392	3	3	3	3	3	3
(null)	PTHR14396	1	1	1	1	1	1
(null)	PTHR14398	2	2	2	2	2	2
(null)	PTHR14399	3	2	2	2	2	2
(null)	PTHR14401	1	1	1	1	1	1
(null)	PTHR14402	5	4	5	5	5	5
(null)	PTHR14403	1	1	1	1	1	1
(null)	PTHR14407	1	1	1	1	1	1
(null)	PTHR14409	1	1	1	0	1	1
(null)	PTHR14413	1	1	1	1	1	1
(null)	PTHR14416	1	1	1	1	1	1
(null)	PTHR14418	1	1	1	1	1	1
(null)	PTHR14421	1	1	1	1	1	1
(null)	PTHR14428	1	1	1	1	1	1
(null)	PTHR14429	3	3	3	3	3	3
(null)	PTHR14430	2	2	2	2	2	2
(null)	PTHR14431	1	1	1	1	1	1
(null)	PTHR14432	2	2	2	2	2	2
(null)	PTHR14435	1	1	1	1	1	1
(null)	PTHR14437	1	1	1	1	1	1
(null)	PTHR14440	1	1	1	1	1	1
(null)	PTHR14445	1	1	1	2	1	1
(null)	PTHR14447	1	1	1	1	1	1
(null)	PTHR14449	1	1	1	1	1	1
(null)	PTHR14453	3	3	3	3	4	4
(null)	PTHR14454	2	2	1	2	2	2
(null)	PTHR14455	1	2	1	1	1	1
(null)	PTHR14456	1	1	1	1	1	1
(null)	PTHR14463	2	2	2	2	2	2
(null)	PTHR14464	1	0	1	1	1	1
(null)	PTHR14465	1	1	1	1	1	1
(null)	PTHR14467	1	1	1	1	1	1
(null)	PTHR14469	2	2	2	2	2	2
(null)	PTHR14470	2	2	2	2	2	2
(null)	PTHR14471	2	2	2	2	2	2
(null)	PTHR14477	1	1	1	1	1	1
(null)	PTHR14482	1	1	1	1	1	1
(null)	PTHR14484	2	2	2	2	2	2
(null)	PTHR14485	2	2	2	2	2	2
(null)	PTHR14487	1	1	1	1	1	1
(null)	PTHR14490	1	1	1	1	1	1
(null)	PTHR14491	3	3	3	3	3	3
(null)	PTHR14492	1	1	1	1	1	1
(null)	PTHR14493	3	2	2	2	2	2
(null)	PTHR14494	1	1	1	1	1	1
(null)	PTHR14495	1	1	1	1	1	1
(null)	PTHR14499	13	14	13	14	14	15
(null)	PTHR14503	1	1	1	1	1	1
(null)	PTHR14511	4	4	4	4	4	4
(null)	PTHR14513	1	1	1	1	1	1
(null)	PTHR14514	4	4	4	4	4	4
(null)	PTHR14516	3	3	3	3	3	3
(null)	PTHR14517	2	2	2	2	2	2
(null)	PTHR14519	2	2	2	2	2	2
(null)	PTHR14520	1	1	1	1	1	1
(null)	PTHR14522	2	2	2	2	2	2
(null)	PTHR14523	1	1	1	1	1	1
(null)	PTHR14526	1	1	1	1	1	1
(null)	PTHR14527	1	2	1	1	1	1
(null)	PTHR14537	1	1	1	1	1	1
(null)	PTHR14540	1	1	1	1	1	1
(null)	PTHR14543	1	1	1	1	1	1
(null)	PTHR14549	1	1	1	1	1	1
(null)	PTHR14550	1	1	1	1	1	1
(null)	PTHR14553	1	1	1	1	1	1
(null)	PTHR14554	1	0	1	1	1	1
(null)	PTHR14555	3	3	3	3	3	3
(null)	PTHR14557	2	2	2	2	2	2
(null)	PTHR14559	4	4	4	4	4	4
(null)	PTHR14562	1	2	1	1	1	1
(null)	PTHR14564	2	2	2	2	2	2
(null)	PTHR14566	1	1	1	1	1	1
(null)	PTHR14568	2	2	2	2	2	2
(null)	PTHR14569	1	1	1	1	0	1
(null)	PTHR14571	2	2	2	2	2	2
(null)	PTHR14572	2	2	2	2	2	2
(null)	PTHR14577	1	1	1	1	1	1
(null)	PTHR14580	1	1	1	1	1	1
(null)	PTHR14581	2	2	2	2	2	2
(null)	PTHR14582	1	1	1	1	1	1
(null)	PTHR14583	1	1	1	1	1	1
(null)	PTHR14586	1	1	1	1	1	1
(null)	PTHR14588	1	1	1	1	1	1
(null)	PTHR14592	4	4	4	4	4	4
(null)	PTHR14593	1	2	1	1	1	1
(null)	PTHR14594	1	1	1	1	1	2
(null)	PTHR14604	1	1	1	1	1	1
(null)	PTHR14605	1	1	0	1	1	1
(null)	PTHR14609	1	1	1	1	1	1
(null)	PTHR14611	3	3	3	3	3	3
(null)	PTHR14614	7	7	7	7	9	7
(null)	PTHR14618	1	1	1	1	1	1
(null)	PTHR14619	1	1	1	1	1	1
(null)	PTHR14624	1	1	1	1	1	2
(null)	PTHR14625	1	1	1	1	1	1
(null)	PTHR14627	1	1	1	1	1	1
(null)	PTHR14628	1	1	1	1	1	1
(null)	PTHR14633	1	1	1	1	1	1
(null)	PTHR14636	1	1	1	1	1	1
(null)	PTHR14647	4	4	5	5	4	4
(null)	PTHR14649	1	1	1	1	1	1
(null)	PTHR14650	1	1	1	1	1	1
(null)	PTHR14652	1	1	1	1	1	1
(null)	PTHR14657	1	1	1	1	1	1
(null)	PTHR14659	1	1	1	1	1	1
(null)	PTHR14662	1	1	1	1	1	1
(null)	PTHR14663	1	1	1	1	1	1
(null)	PTHR14667	1	1	1	1	1	1
(null)	PTHR14672	1	2	1	1	1	2
(null)	PTHR14677	3	2	3	3	3	3
(null)	PTHR14678	2	2	2	2	2	2
(null)	PTHR14679	1	1	1	1	1	1
(null)	PTHR14680	1	1	1	1	1	1
(null)	PTHR14682	1	1	1	1	1	1
(null)	PTHR14684	1	1	1	1	1	1
(null)	PTHR14689	1	1	1	1	1	1
(null)	PTHR14690	2	2	2	2	2	2
(null)	PTHR14693	1	1	1	1	1	1
(null)	PTHR14694	1	1	1	1	1	1
(null)	PTHR14695	2	2	2	2	2	2
(null)	PTHR14696	1	1	1	1	1	1
(null)	PTHR14699	2	2	2	2	2	2
(null)	PTHR14700	1	1	1	1	1	1
(null)	PTHR14705	1	1	1	1	1	1
(null)	PTHR14709	2	2	2	2	2	2
(null)	PTHR14710	1	2	1	1	1	2
(null)	PTHR14715	2	2	2	2	2	2
(null)	PTHR14716	1	1	1	1	1	1
(null)	PTHR14725	1	1	1	1	1	1
(null)	PTHR14726	1	1	1	1	1	1
(null)	PTHR14728	1	1	1	1	1	1
(null)	PTHR14731	1	1	1	1	1	1
(null)	PTHR14732	1	1	1	1	1	1
(null)	PTHR14735	1	1	1	1	1	1
(null)	PTHR14738	1	1	1	1	1	1
(null)	PTHR14739	1	1	1	1	1	1
(null)	PTHR14740	1	1	1	1	1	1
(null)	PTHR14741	2	1	1	1	1	1
(null)	PTHR14742	1	1	1	1	1	1
(null)	PTHR14744	1	1	1	1	1	1
(null)	PTHR14753	1	1	1	1	1	1
(null)	PTHR14754	8	7	6	7	9	9
(null)	PTHR14758	4	4	4	4	4	4
(null)	PTHR14759	2	2	2	2	2	2
(null)	PTHR14768	3	3	3	3	3	3
(null)	PTHR14773	1	1	1	1	1	1
(null)	PTHR14776	1	1	1	1	1	1
(null)	PTHR14778	1	1	1	1	1	1
(null)	PTHR14781	1	1	1	1	1	1
(null)	PTHR14787	2	2	2	2	1	2
(null)	PTHR14788	1	1	1	1	1	1
(null)	PTHR14789	4	4	4	4	4	4
(null)	PTHR14790	1	1	1	1	1	1
(null)	PTHR14791	3	3	3	3	3	3
(null)	PTHR14795	1	1	1	1	1	1
(null)	PTHR14796	2	2	2	2	2	2
(null)	PTHR14815	1	1	1	1	1	1
(null)	PTHR14817	1	1	1	1	1	1
(null)	PTHR14826	3	3	3	3	3	3
(null)	PTHR14843	1	1	1	1	1	1
(null)	PTHR14845	3	3	3	3	3	3
(null)	PTHR14856	1	1	1	1	1	1
(null)	PTHR14859	1	1	1	1	1	1
(null)	PTHR14865	1	1	1	1	1	1
(null)	PTHR14869	1	1	1	1	1	1
(null)	PTHR14870	1	1	1	1	1	1
(null)	PTHR14871	1	1	1	1	1	1
(null)	PTHR14879	2	2	2	2	2	2
(null)	PTHR14880	1	1	1	1	1	1
(null)	PTHR14881	1	1	1	1	1	1
(null)	PTHR14882	2	2	2	2	3	2
(null)	PTHR14885	1	1	1	1	1	1
(null)	PTHR14889	1	2	2	2	1	1
(null)	PTHR14890	1	1	1	1	1	1
(null)	PTHR14894	1	1	1	1	1	1
(null)	PTHR14897	1	1	1	1	1	1
(null)	PTHR14898	2	2	2	2	2	2
(null)	PTHR14899	1	1	1	1	1	1
(null)	PTHR14903	2	2	2	2	2	2
(null)	PTHR14905	1	1	1	1	1	1
(null)	PTHR14907	2	2	2	2	2	1
(null)	PTHR14909	1	1	1	1	1	1
(null)	PTHR14911	2	2	2	2	2	2
(null)	PTHR14913	1	1	1	1	1	1
(null)	PTHR14917	1	1	1	1	1	1
(null)	PTHR14918	1	1	1	1	1	1
(null)	PTHR14919	1	1	1	1	1	1
(null)	PTHR14920	1	1	1	1	1	1
(null)	PTHR14926	1	1	1	1	1	1
(null)	PTHR14927	1	1	1	1	1	1
(null)	PTHR14928	2	2	2	2	2	2
(null)	PTHR14932	2	1	1	1	1	1
(null)	PTHR14938	1	1	1	1	1	1
(null)	PTHR14939	1	1	1	1	1	1
(null)	PTHR14942	1	1	1	1	1	1
(null)	PTHR14944	1	1	1	1	1	1
(null)	PTHR14948	4	4	5	5	4	4
(null)	PTHR14949	6	8	7	7	7	6
(null)	PTHR14950	1	1	1	1	1	1
(null)	PTHR14952	2	2	2	2	3	2
(null)	PTHR14955	2	2	2	2	2	2
(null)	PTHR14957	1	1	1	1	1	1
(null)	PTHR14958	3	3	3	3	3	3
(null)	PTHR14963	2	2	2	2	3	1
(null)	PTHR14964	1	2	1	1	1	1
(null)	PTHR14965	2	2	2	2	2	2
(null)	PTHR14966	1	1	1	1	1	1
(null)	PTHR14969	4	4	4	4	4	3
(null)	PTHR14971	1	1	0	1	0	1
(null)	PTHR14972	3	3	3	3	3	3
(null)	PTHR14974	1	0	0	0	1	1
(null)	PTHR14978	1	1	1	1	1	1
(null)	PTHR14983	1	1	1	1	1	1
(null)	PTHR14986	1	1	1	1	1	1
(null)	PTHR14987	2	3	3	3	3	1
(null)	PTHR14991	1	1	1	1	1	1
(null)	PTHR14995	1	1	1	1	1	1
(null)	PTHR15000	1	1	1	1	1	1
(null)	PTHR15001	3	4	3	4	5	4
(null)	PTHR15002	1	1	1	1	1	1
(null)	PTHR15004	1	1	1	1	1	1
(null)	PTHR15009	1	1	1	1	1	1
(null)	PTHR15010	1	1	1	1	1	1
(null)	PTHR15011	1	1	1	1	1	0
(null)	PTHR15012	4	5	4	4	4	4
(null)	PTHR15016	1	1	1	1	1	1
(null)	PTHR15018	1	1	1	1	1	1
(null)	PTHR15021	2	2	2	2	2	2
(null)	PTHR15025	2	2	2	2	2	2
(null)	PTHR15026	1	1	1	1	1	1
(null)	PTHR15028	1	1	1	1	1	1
(null)	PTHR15029	0	0	0	1	1	1
(null)	PTHR15031	2	2	2	2	2	2
(null)	PTHR15032	1	1	1	1	1	1
(null)	PTHR15034	1	1	1	1	1	1
(null)	PTHR15035	2	2	2	2	2	2
(null)	PTHR15036	11	11	11	11	12	11
(null)	PTHR15039	1	1	1	1	1	1
(null)	PTHR15040	1	1	1	1	1	1
(null)	PTHR15044	1	1	1	1	1	1
(null)	PTHR15045	1	1	1	1	1	1
(null)	PTHR15046	2	2	2	2	2	3
(null)	PTHR15048	1	1	1	1	1	1
(null)	PTHR15049	3	2	2	2	2	2
(null)	PTHR15052	1	1	1	1	1	1
(null)	PTHR15054	1	1	1	1	1	1
(null)	PTHR15056	1	1	1	1	1	1
(null)	PTHR15057	1	0	0	1	2	1
(null)	PTHR15060	1	1	1	1	1	1
(null)	PTHR15065	2	2	2	2	2	2
(null)	PTHR15066	1	1	1	1	1	1
(null)	PTHR15067	2	2	2	2	2	2
(null)	PTHR15069	1	1	1	1	1	1
(null)	PTHR15071	2	2	2	2	2	2
(null)	PTHR15073	10	4	4	5	4	4
(null)	PTHR15074	2	2	2	2	2	2
(null)	PTHR15075	2	2	2	2	2	2
(null)	PTHR15076	3	3	3	3	3	2
(null)	PTHR15077	1	1	1	1	1	1
(null)	PTHR15079	1	1	1	1	1	1
(null)	PTHR15081	1	1	1	1	1	1
(null)	PTHR15082	1	1	1	1	1	1
(null)	PTHR15083	1	1	1	1	1	1
(null)	PTHR15087	1	1	1	1	1	1
(null)	PTHR15088	1	1	1	1	1	1
(null)	PTHR15090	1	1	1	1	1	1
(null)	PTHR15092	3	3	3	3	3	3
(null)	PTHR15093	1	1	1	1	1	1
(null)	PTHR15096	1	2	2	2	1	1
(null)	PTHR15099	1	1	1	1	1	1
(null)	PTHR15104	1	1	1	1	1	1
(null)	PTHR15106	1	1	1	1	1	1
(null)	PTHR15107	2	2	2	2	2	2
(null)	PTHR15108	1	1	1	1	1	1
(null)	PTHR15109	2	2	2	2	2	2
(null)	PTHR15110	1	1	1	1	1	1
(null)	PTHR15111	1	1	1	1	1	1
(null)	PTHR15114	1	1	1	1	1	1
(null)	PTHR15116	2	2	2	2	2	2
(null)	PTHR15117	3	3	3	3	3	3
(null)	PTHR15119	1	1	1	1	1	1
(null)	PTHR15123	7	3	6	6	1	1
(null)	PTHR15124	3	2	2	2	3	2
(null)	PTHR15126	1	1	1	1	1	1
(null)	PTHR15127	3	3	3	3	3	3
(null)	PTHR15128	1	1	1	1	1	1
(null)	PTHR15129	2	2	2	2	2	2
(null)	PTHR15131	1	1	1	1	1	1
(null)	PTHR15132	1	1	1	1	1	1
(null)	PTHR15135	3	3	3	3	3	3
(null)	PTHR15136	2	2	2	2	2	2
(null)	PTHR15137	1	2	1	1	1	1
(null)	PTHR15138	2	2	2	2	2	2
(null)	PTHR15139	1	1	1	1	1	1
(null)	PTHR15140	2	2	2	2	2	1
(null)	PTHR15141	1	1	1	1	6	1
(null)	PTHR15143	1	1	1	1	1	1
(null)	PTHR15146	3	3	3	3	3	3
(null)	PTHR15151	5	4	5	4	5	4
(null)	PTHR15152	1	1	1	1	1	1
(null)	PTHR15153	1	1	1	1	1	1
(null)	PTHR15154	1	1	1	1	1	1
(null)	PTHR15157	1	1	1	1	1	1
(null)	PTHR15159	1	1	1	1	1	1
(null)	PTHR15160	1	1	1	1	1	1
(null)	PTHR15162	1	1	1	1	2	1
(null)	PTHR15168	1	1	1	1	1	1
(null)	PTHR15169	1	1	1	1	1	1
(null)	PTHR15171	1	1	1	1	1	1
(null)	PTHR15172	1	1	1	1	1	1
(null)	PTHR15173	1	1	1	1	1	1
(null)	PTHR15175	2	2	2	2	2	2
(null)	PTHR15176	1	1	1	1	1	1
(null)	PTHR15177	1	1	1	1	1	1
(null)	PTHR15180	1	1	1	1	1	1
(null)	PTHR15182	1	1	1	1	1	1
(null)	PTHR15184	1	1	1	1	1	1
(null)	PTHR15185	2	2	2	2	2	2
(null)	PTHR15186	2	2	2	2	2	2
(null)	PTHR15188	1	1	1	1	1	1
(null)	PTHR15189	1	1	1	1	1	1
(null)	PTHR15190	2	3	2	3	1	1
(null)	PTHR15191	1	1	1	1	1	1
(null)	PTHR15192	1	2	2	2	2	2
(null)	PTHR15193	1	1	1	1	1	1
(null)	PTHR15196	1	1	1	1	1	1
(null)	PTHR15197	1	1	1	1	1	1
(null)	PTHR15201	1	1	1	1	1	1
(null)	PTHR15204	1	1	1	1	1	1
(null)	PTHR15205	2	2	2	2	2	2
(null)	PTHR15207	1	1	1	1	1	1
(null)	PTHR15208	1	1	1	1	1	1
(null)	PTHR15211	1	1	1	1	1	1
(null)	PTHR15215	2	2	2	2	2	2
(null)	PTHR15217	1	1	2	2	1	1
(null)	PTHR15218	1	1	1	1	1	1
(null)	PTHR15221	1	1	1	2	1	1
(null)	PTHR15222	0	1	1	1	1	1
(null)	PTHR15223	1	1	1	1	1	1
(null)	PTHR15224	1	1	1	1	1	1
(null)	PTHR15225	3	3	3	3	3	2
(null)	PTHR15228	6	6	6	6	6	6
(null)	PTHR15231	1	1	1	1	1	1
(null)	PTHR15237	2	2	2	2	2	2
(null)	PTHR15239	1	1	1	1	1	1
(null)	PTHR15240	4	4	4	4	4	4
(null)	PTHR15241	1	0	0	2	0	0
(null)	PTHR15243	1	1	1	1	1	1
(null)	PTHR15245	1	1	1	1	1	1
(null)	PTHR15249	1	1	1	1	1	1
(null)	PTHR15251	0	0	0	0	5	0
(null)	PTHR15254	1	1	1	1	1	1
(null)	PTHR15256	1	1	1	1	1	1
(null)	PTHR15258	2	2	2	2	2	2
(null)	PTHR15260	1	1	1	1	1	1
(null)	PTHR15261	1	1	1	1	1	1
(null)	PTHR15263	1	1	1	1	1	1
(null)	PTHR15264	1	1	1	1	1	1
(null)	PTHR15267	1	1	1	1	1	1
(null)	PTHR15268	3	3	3	3	3	3
(null)	PTHR15271	1	1	1	1	1	1
(null)	PTHR15272	1	1	1	1	1	1
(null)	PTHR15273	1	1	1	1	2	2
(null)	PTHR15275	1	1	1	1	1	1
(null)	PTHR15276	1	1	1	1	1	1
(null)	PTHR15282	5	6	5	4	6	5
(null)	PTHR15283	2	2	2	2	4	3
(null)	PTHR15284	1	1	1	1	1	1
(null)	PTHR15285	1	1	1	1	1	1
(null)	PTHR15286	4	4	4	4	4	4
(null)	PTHR15288	4	4	4	4	4	3
(null)	PTHR15289	1	1	1	1	1	1
(null)	PTHR15294	1	1	1	1	1	1
(null)	PTHR15296	1	1	2	2	2	2
(null)	PTHR15297	1	1	1	1	1	1
(null)	PTHR15298	3	6	8	7	5	4
(null)	PTHR15299	1	1	1	1	1	1
(null)	PTHR15301	2	2	2	2	2	2
(null)	PTHR15302	1	1	1	1	1	1
(null)	PTHR15304	2	2	2	2	2	2
(null)	PTHR15305	1	1	1	1	1	1
(null)	PTHR15312	1	1	1	1	1	1
(null)	PTHR15314	1	1	1	1	1	1
(null)	PTHR15315	2	2	2	2	2	2
(null)	PTHR15316	1	1	1	1	1	1
(null)	PTHR15317	1	1	1	1	1	1
(null)	PTHR15319	1	1	1	1	1	1
(null)	PTHR15321	1	1	1	1	1	1
(null)	PTHR15323	1	1	1	1	1	1
(null)	PTHR15326	3	3	3	3	2	3
(null)	PTHR15327	1	1	1	1	1	1
(null)	PTHR15333	1	1	1	1	1	1
(null)	PTHR15335	1	1	1	1	1	1
(null)	PTHR15336	1	1	1	1	2	1
(null)	PTHR15337	3	3	3	3	3	3
(null)	PTHR15341	1	1	1	1	1	1
(null)	PTHR15343	1	1	1	1	1	1
(null)	PTHR15344	6	6	6	6	6	6
(null)	PTHR15346	1	1	1	1	1	1
(null)	PTHR15347	1	1	1	1	1	1
(null)	PTHR15348	3	3	3	3	3	3
(null)	PTHR15349	1	1	1	1	1	1
(null)	PTHR15350	3	3	3	3	3	2
(null)	PTHR15351	2	2	2	2	2	1
(null)	PTHR15352	2	2	2	2	2	2
(null)	PTHR15354	1	1	1	1	1	1
(null)	PTHR15356	1	1	1	1	1	1
(null)	PTHR15357	1	1	1	1	1	1
(null)	PTHR15359	2	2	2	2	2	3
(null)	PTHR15360	1	1	1	1	1	1
(null)	PTHR15361	3	3	3	3	3	3
(null)	PTHR15362	3	3	3	3	3	3
(null)	PTHR15363	1	1	1	1	1	1
(null)	PTHR15364	2	2	1	1	1	1
(null)	PTHR15367	2	2	2	2	2	2
(null)	PTHR15371	1	2	1	1	2	1
(null)	PTHR15375	2	2	2	2	2	2
(null)	PTHR15377	2	2	2	2	2	2
(null)	PTHR15379	1	1	1	1	1	1
(null)	PTHR15380	1	1	1	1	1	1
(null)	PTHR15381	1	1	1	2	1	1
(null)	PTHR15382	2	2	2	2	2	2
(null)	PTHR15384	1	1	1	1	1	1
(null)	PTHR15386	2	2	2	2	2	2
(null)	PTHR15387	1	1	1	1	1	1
(null)	PTHR15390	1	1	1	1	1	1
(null)	PTHR15394	1	1	1	1	1	1
(null)	PTHR15396	1	1	1	1	1	1
(null)	PTHR15398	1	1	1	1	1	1
(null)	PTHR15402	1	1	1	1	1	1
(null)	PTHR15404	1	1	1	1	1	1
(null)	PTHR15405	2	2	3	2	2	2
(null)	PTHR15407	1	1	1	1	1	1
(null)	PTHR15410	1	1	1	1	1	1
(null)	PTHR15414	2	2	2	2	2	2
(null)	PTHR15415	1	1	1	1	1	1
(null)	PTHR15416	3	3	3	3	3	3
(null)	PTHR15417	3	3	3	3	3	3
(null)	PTHR15420	2	1	1	1	1	1
(null)	PTHR15422	2	2	2	2	2	2
(null)	PTHR15425	1	0	1	1	1	1
(null)	PTHR15426	1	1	1	1	1	1
(null)	PTHR15427	18	18	18	18	16	18
(null)	PTHR15428	1	1	1	1	1	1
(null)	PTHR15430	1	1	1	1	1	1
(null)	PTHR15431	3	4	3	3	3	4
(null)	PTHR15434	1	1	1	1	1	1
(null)	PTHR15435	1	1	1	1	1	1
(null)	PTHR15437	2	2	2	2	2	2
(null)	PTHR15438	0	0	0	0	17	0
(null)	PTHR15439	1	1	1	1	1	1
(null)	PTHR15440	1	1	1	1	1	1
(null)	PTHR15443	2	2	2	2	2	2
(null)	PTHR15444	1	1	1	1	1	1
(null)	PTHR15446	3	3	3	3	4	3
(null)	PTHR15451	2	1	1	1	1	1
(null)	PTHR15452	1	1	1	1	1	1
(null)	PTHR15453	1	1	1	1	1	1
(null)	PTHR15454	7	7	8	7	7	7
(null)	PTHR15458	1	1	1	1	1	1
(null)	PTHR15459	1	1	1	1	1	1
(null)	PTHR15460	1	1	2	1	1	1
(null)	PTHR15462	2	2	2	2	2	2
(null)	PTHR15463	1	1	1	1	1	1
(null)	PTHR15464	1	1	1	1	1	1
(null)	PTHR15466	1	1	1	1	1	1
(null)	PTHR15467	4	4	5	4	4	4
(null)	PTHR15468	2	2	2	2	2	2
(null)	PTHR15469	1	1	1	1	1	1
(null)	PTHR15478	3	3	3	3	3	3
(null)	PTHR15481	3	3	3	3	2	2
(null)	PTHR15484	1	1	1	1	1	1
(null)	PTHR15486	1	1	1	1	1	1
(null)	PTHR15487	1	1	1	1	1	1
(null)	PTHR15489	1	1	1	1	1	1
(null)	PTHR15491	1	1	1	1	1	1
(null)	PTHR15492	1	1	1	1	1	1
(null)	PTHR15493	2	2	2	2	2	2
(null)	PTHR15494	1	1	1	1	1	1
(null)	PTHR15495	1	1	1	1	1	1
(null)	PTHR15496	1	1	1	1	1	1
(null)	PTHR15497	1	1	1	1	1	1
(null)	PTHR15498	3	2	3	4	2	2
(null)	PTHR15499	1	1	1	1	1	1
(null)	PTHR15502	1	3	1	1	1	1
(null)	PTHR15503	6	10	7	10	11	12
(null)	PTHR15504	1	1	1	1	1	1
(null)	PTHR15505	3	3	3	3	3	3
(null)	PTHR15506	1	1	1	1	1	1
(null)	PTHR15507	2	2	2	2	2	2
(null)	PTHR15508	3	3	3	3	3	3
(null)	PTHR15510	1	1	1	1	1	1
(null)	PTHR15511	1	1	1	1	1	1
(null)	PTHR15512	1	1	1	1	1	1
(null)	PTHR15526	1	1	1	1	1	1
(null)	PTHR15527	1	1	1	1	1	1
(null)	PTHR15528	3	3	3	3	3	3
(null)	PTHR15530	1	1	1	1	1	1
(null)	PTHR15531	1	1	1	1	1	1
(null)	PTHR15532	2	2	2	2	2	2
(null)	PTHR15535	2	2	2	2	2	2
(null)	PTHR15536	1	1	1	1	1	1
(null)	PTHR15537	1	1	1	1	1	1
(null)	PTHR15541	2	2	4	4	1	1
(null)	PTHR15544	1	1	1	1	1	1
(null)	PTHR15545	3	3	3	3	3	3
(null)	PTHR15549	2	2	2	2	2	3
(null)	PTHR15551	1	1	1	1	1	1
(null)	PTHR15555	1	1	1	1	1	1
(null)	PTHR15556	2	3	3	3	3	2
(null)	PTHR15561	2	1	2	2	1	1
(null)	PTHR15562	1	1	1	1	1	1
(null)	PTHR15564	3	3	3	3	3	3
(null)	PTHR15565	1	1	1	1	1	1
(null)	PTHR15568	1	1	1	1	1	1
(null)	PTHR15570	1	1	1	1	1	1
(null)	PTHR15571	1	1	1	1	1	1
(null)	PTHR15572	2	2	2	2	2	2
(null)	PTHR15573	1	1	1	1	1	1
(null)	PTHR15574	4	4	4	4	6	4
(null)	PTHR15576	1	1	1	1	1	1
(null)	PTHR15577	1	1	1	1	1	1
(null)	PTHR15578	1	1	1	1	1	1
(null)	PTHR15581	2	1	1	1	1	0
(null)	PTHR15583	6	6	6	6	6	6
(null)	PTHR15586	1	1	1	1	1	1
(null)	PTHR15588	2	2	2	2	2	2
(null)	PTHR15590	1	1	1	1	1	1
(null)	PTHR15591	2	2	2	2	2	2
(null)	PTHR15592	8	9	8	9	8	8
(null)	PTHR15593	2	2	2	2	2	2
(null)	PTHR15594	1	1	1	1	1	1
(null)	PTHR15597	3	3	3	3	3	3
(null)	PTHR15598	1	1	1	1	1	1
(null)	PTHR15599	1	1	1	1	1	1
(null)	PTHR15600	1	1	1	1	1	1
(null)	PTHR15601	1	1	2	2	1	1
(null)	PTHR15603	2	2	2	2	2	2
(null)	PTHR15604	1	1	1	1	1	1
(null)	PTHR15605	1	1	1	1	1	1
(null)	PTHR15606	1	1	1	1	1	1
(null)	PTHR15607	2	2	2	2	2	2
(null)	PTHR15608	1	1	1	2	1	1
(null)	PTHR15614	1	1	1	1	1	1
(null)	PTHR15615	1	1	1	1	1	1
(null)	PTHR15617	1	1	1	1	1	1
(null)	PTHR15622	2	2	2	2	2	2
(null)	PTHR15623	2	2	2	2	2	2
(null)	PTHR15627	2	2	2	2	2	2
(null)	PTHR15628	1	1	1	1	1	1
(null)	PTHR15629	1	1	1	1	1	1
(null)	PTHR15633	1	1	1	1	1	1
(null)	PTHR15635	2	2	2	2	2	2
(null)	PTHR15641	1	1	1	1	1	1
(null)	PTHR15642	1	1	1	1	1	1
(null)	PTHR15644	1	1	1	1	1	1
(null)	PTHR15646	1	1	1	1	1	1
(null)	PTHR15651	1	1	1	1	1	1
(null)	PTHR15653	3	3	3	3	3	3
(null)	PTHR15654	2	2	3	2	2	2
(null)	PTHR15657	1	2	2	1	1	1
(null)	PTHR15660	1	1	1	1	1	1
(null)	PTHR15663	1	1	1	1	1	1
(null)	PTHR15664	1	2	1	1	1	1
(null)	PTHR15665	1	1	1	1	1	1
(null)	PTHR15666	1	1	1	1	2	1
(null)	PTHR15668	1	1	1	1	1	1
(null)	PTHR15670	1	1	1	1	3	1
(null)	PTHR15672	3	3	4	4	3	3
(null)	PTHR15673	1	1	1	1	1	1
(null)	PTHR15678	1	1	1	1	1	1
(null)	PTHR15679	1	1	1	1	1	1
(null)	PTHR15680	1	1	1	1	1	1
(null)	PTHR15681	1	1	1	1	1	1
(null)	PTHR15682	1	1	1	1	1	1
(null)	PTHR15683	3	3	3	3	3	3
(null)	PTHR15688	1	1	1	1	1	1
(null)	PTHR15690	1	1	1	1	1	1
(null)	PTHR15691	1	1	1	1	1	1
(null)	PTHR15692	3	3	3	3	3	3
(null)	PTHR15696	3	3	3	3	3	3
(null)	PTHR15698	2	2	2	2	2	2
(null)	PTHR15703	1	1	1	1	1	1
(null)	PTHR15704	1	1	1	1	1	2
(null)	PTHR15705	1	1	1	1	1	1
(null)	PTHR15706	5	5	5	5	5	5
(null)	PTHR15708	2	2	1	2	2	2
(null)	PTHR15710	5	5	5	5	5	5
(null)	PTHR15711	7	7	7	7	7	7
(null)	PTHR15712	6	6	5	7	5	6
(null)	PTHR15715	5	5	5	5	5	5
(null)	PTHR15717	1	1	1	1	1	1
